query_file	 query_genome_length
NC_031269_1.fa.xml	 51884
NC_028967_1.fa.xml	 29605
NC_041973_1.fa.xml	 271182
NC_004690_1.fa.xml	 113220
NC_006429_1.fa.xml	 11940
NC_029916_1.fa.xml	 1209
NC_014896_1.fa.xml	 1354
NC_008608_1.fa.xml	 30722
NC_018018_1.fa.xml	 4919337
NC_032598_1.fa.xml	 9953
NC_015250_1.fa.xml	 159801
NC_033789_1.fa.xml	 1142
NC_002350_1.fa.xml	 7636
NC_049961_1.fa.xml	 21054
NC_016942_1.fa.xml	 24853
NC_008320_1.fa.xml	 6499
NC_048093_1.fa.xml	 42577
NC_031020_1.fa.xml	 163201
NC_032933_1.fa.xml	 7966
NC_033277_1.fa.xml	 3593
NC_023484_1.fa.xml	 1359
NC_014649_1.fa.xml	 1181549
NC_022549_1.fa.xml	 1877792
NC_002568_2.fa.xml	 4148
NC_001903_1.fa.xml	 26498
NC_017401_1.fa.xml	 26498
NC_027999_1.fa.xml	 10761
NC_007607_1.fa.xml	 182726
NC_040719_1.fa.xml	 3187
NC_017921_1.fa.xml	 2356985
NC_031454_1.fa.xml	 2491
NC_023137_1.fa.xml	 3776653
NC_033425_1.fa.xml	 9956
NC_016896_1.fa.xml	 6707
NC_021978_1.fa.xml	 6548
NC_017316_1.fa.xml	 2739625
NC_006820_1.fa.xml	 196280
NC_040733_1.fa.xml	 1482
NC_001412_1.fa.xml	 2994
NC_027346_1.fa.xml	 29327
NC_015327_1.fa.xml	 1396
NC_007573_1.fa.xml	 613
NC_027996_1.fa.xml	 175720
NC_005290_1.fa.xml	 3446
NC_034254_1.fa.xml	 1972
NC_040353_1.fa.xml	 2246
NC_006875_1.fa.xml	 7453
NC_008954_1.fa.xml	 4351
NC_005005_1.fa.xml	 17261
NC_024380_1.fa.xml	 25740
NC_023483_1.fa.xml	 10176
NC_020983_1.fa.xml	 7500
NC_021322_1.fa.xml	 49107
NC_032846_1.fa.xml	 4035
NC_020306_1.fa.xml	 24012
NC_021172_1.fa.xml	 3808687
NC_004047_1.fa.xml	 9612
NC_040546_1.fa.xml	 2538
NC_003512_1.fa.xml	 2529
NC_010315_1.fa.xml	 1057
NC_048835_1.fa.xml	 38268
NC_003266_2.fa.xml	 35994
NC_004612_1.fa.xml	 2696
NC_007968_1.fa.xml	 41221
NC_012973_1.fa.xml	 1576758
NC_038263_1.fa.xml	 1358
NC_041844_1.fa.xml	 109270
NC_029930_1.fa.xml	 465
NC_019896_1.fa.xml	 4043754
NC_003464_1.fa.xml	 3476
NC_027208_1.fa.xml	 7769
NC_023300_1.fa.xml	 1017
NC_008392_1.fa.xml	 1281472
NC_016613_1.fa.xml	 3478307
NC_025407_1.fa.xml	 17412
NC_039036_1.fa.xml	 7688
NC_047853_1.fa.xml	 142072
NC_019904_1.fa.xml	 5608040
NC_017181_1.fa.xml	 31692
NC_014656_1.fa.xml	 2265943
NC_039225_1.fa.xml	 4615
NC_010084_1.fa.xml	 3448466
NC_017953_1.fa.xml	 1042743
NC_007291_1.fa.xml	 46072
NC_023709_1.fa.xml	 51308
NC_033099_1.fa.xml	 10061
NC_032120_1.fa.xml	 5186
NC_009608_1.fa.xml	 6413
NC_017765_1.fa.xml	 10145833
NC_021056_1.fa.xml	 104048
NC_020472_1.fa.xml	 2351
NC_048066_1.fa.xml	 32014
NC_006504_1.fa.xml	 955
NC_020521_1.fa.xml	 3434224
NC_004423_1.fa.xml	 5600
NC_043054_1.fa.xml	 137452
NC_005902_1.fa.xml	 186250
NC_042113_1.fa.xml	 93848
NC_042073_1.fa.xml	 3004
NC_048695_1.fa.xml	 76008
NC_022132_1.fa.xml	 1584486
NC_006052_1.fa.xml	 1830
NC_041885_1.fa.xml	 40556
NC_040722_1.fa.xml	 17141
NC_014393_1.fa.xml	 5262222
NC_038723_1.fa.xml	 4423
NC_043154_1.fa.xml	 1590
NC_013524_1.fa.xml	 1252731
NC_020052_1.fa.xml	 12398
NC_049849_1.fa.xml	 221431
NC_010659_1.fa.xml	 5114
NC_040602_1.fa.xml	 10744
NC_008918_1.fa.xml	 3357
NC_022535_1.fa.xml	 2844565
NC_026596_1.fa.xml	 57052
NC_018288_1.fa.xml	 65245
NC_019398_1.fa.xml	 178193
NC_003746_1.fa.xml	 14042
NC_033137_1.fa.xml	 8804
NC_035206_1.fa.xml	 1689
NC_026812_1.fa.xml	 27004
NC_005209_2.fa.xml	 8006
NC_017578_1.fa.xml	 71173
NC_047912_1.fa.xml	 34075
NC_029597_1.fa.xml	 3531
NC_038380_1.fa.xml	 7120
NC_031918_1.fa.xml	 45342
NC_028924_1.fa.xml	 48689
NC_017967_1.fa.xml	 9660
NC_032837_1.fa.xml	 8091
NC_002076_2.fa.xml	 3852
NC_032519_1.fa.xml	 1580
NC_015494_1.fa.xml	 1696
NC_011308_1.fa.xml	 35638
NC_017051_1.fa.xml	 1109051
NC_049400_1.fa.xml	 30989
NC_007028_1.fa.xml	 3611
NC_037657_1.fa.xml	 5745
NC_038800_1.fa.xml	 2609
NC_003651_1.fa.xml	 2659
NC_014315_1.fa.xml	 3328570
NC_021538_1.fa.xml	 59626
NC_038354_1.fa.xml	 3197
NC_038638_1.fa.xml	 1118
NC_007948_1.fa.xml	 5200264
NC_033092_1.fa.xml	 4175
NC_008531_1.fa.xml	 2038396
NC_048662_1.fa.xml	 65415
NC_030919_1.fa.xml	 42418
NC_011083_1.fa.xml	 4888768
NC_034623_1.fa.xml	 36493
NC_027551_1.fa.xml	 1005
NC_030745_1.fa.xml	 9224
NC_038731_1.fa.xml	 919
NC_018883_1.fa.xml	 6880
NC_027707_1.fa.xml	 241564
NC_001407_1.fa.xml	 9392
NC_007524_1.fa.xml	 2259
NC_026766_1.fa.xml	 4956
NC_028269_1.fa.xml	 29767
NC_032733_1.fa.xml	 7081
NC_014134_1.fa.xml	 29616
NC_026636_1.fa.xml	 1981
NC_009713_1.fa.xml	 3678
NC_007817_1.fa.xml	 5486
NC_008178_1.fa.xml	 1449
NC_028487_1.fa.xml	 9632
NC_047809_1.fa.xml	 37775
NC_047947_1.fa.xml	 51818
NC_001350_1.fa.xml	 112930
NC_043117_1.fa.xml	 1011
NC_005874_1.fa.xml	 1354
NC_031006_1.fa.xml	 161552
NC_015930_1.fa.xml	 1950135
NC_014389_1.fa.xml	 361399
NC_048781_1.fa.xml	 112513
NC_034618_1.fa.xml	 207914
NC_033257_1.fa.xml	 2012
NC_048783_1.fa.xml	 77394
NC_048117_1.fa.xml	 44013
NC_022616_1.fa.xml	 1936
NC_021730_1.fa.xml	 8721
NC_047929_1.fa.xml	 43036
NC_027640_1.fa.xml	 4949
NC_031004_1.fa.xml	 41857
NC_017788_1.fa.xml	 3194
NC_022782_1.fa.xml	 76974
NC_004043_1.fa.xml	 2580
NC_007435_1.fa.xml	 3181762
NC_011498_1.fa.xml	 1673813
NC_032853_1.fa.xml	 2495
NC_005815_1.fa.xml	 106642
NC_040737_1.fa.xml	 836
NC_032893_1.fa.xml	 5795
NC_043473_1.fa.xml	 4788
NC_011584_1.fa.xml	 2776
NC_005096_1.fa.xml	 3929
NC_026815_1.fa.xml	 4613
NC_022341_1.fa.xml	 29200
NC_019522_1.fa.xml	 48454
NC_008865_1.fa.xml	 2358
NC_017595_1.fa.xml	 2210574
NC_038370_1.fa.xml	 1182
NC_013110_1.fa.xml	 2344
NC_016906_1.fa.xml	 5669805
NC_012808_1.fa.xml	 5511322
NC_011732_1.fa.xml	 22636
NC_014925_1.fa.xml	 2617381
NC_034466_1.fa.xml	 3630
NC_011555_2.fa.xml	 2290
NC_033056_1.fa.xml	 4632
NC_031750_1.fa.xml	 10562
NC_015049_1.fa.xml	 124335
NC_002562_1.fa.xml	 1776
NC_019025_1.fa.xml	 8328
NC_003766_1.fa.xml	 1163
NC_002049_1.fa.xml	 2542
NC_043061_1.fa.xml	 913
NC_009667_1.fa.xml	 2887297
NC_017958_1.fa.xml	 1126962
NC_001938_1.fa.xml	 2601
NC_003771_1.fa.xml	 3823
NC_049963_1.fa.xml	 25032
NC_047831_1.fa.xml	 38670
NC_028900_1.fa.xml	 28144
NC_033847_1.fa.xml	 4651
NC_021895_1.fa.xml	 1046087
NC_027555_1.fa.xml	 1944
NC_014127_1.fa.xml	 6517
NC_002169_1.fa.xml	 135611
NC_001977_1.fa.xml	 6035
NC_032430_1.fa.xml	 12395
NC_048730_1.fa.xml	 131250
NC_023016_1.fa.xml	 6080
NC_018465_1.fa.xml	 6966
NC_014250_1.fa.xml	 21875
NC_031007_1.fa.xml	 223935
NC_038892_1.fa.xml	 1096
NC_041940_1.fa.xml	 44389
NC_020902_1.fa.xml	 11197
NC_003523_1.fa.xml	 1104
NC_020927_1.fa.xml	 6022
NC_016113_1.fa.xml	 1809491
NC_029313_1.fa.xml	 1361
NC_021153_1.fa.xml	 8879
NC_019959_1.fa.xml	 164114
NC_033696_1.fa.xml	 4100
NC_035219_1.fa.xml	 5300
NC_006264_1.fa.xml	 2587
NC_004583_1.fa.xml	 2748
NC_040475_1.fa.xml	 829
NC_023569_1.fa.xml	 77837
NC_018080_1.fa.xml	 6402658
NC_024496_1.fa.xml	 1772
NC_028685_1.fa.xml	 62851
NC_014546_1.fa.xml	 6643
NC_007767_1.fa.xml	 132959
NC_009942_1.fa.xml	 11029
NC_021249_1.fa.xml	 282895
NC_037066_1.fa.xml	 2740
NC_012810_1.fa.xml	 24943
NC_008278_1.fa.xml	 7497934
NC_002947_4.fa.xml	 6181873
NC_032963_1.fa.xml	 6372
NC_010239_1.fa.xml	 1358
NC_038368_1.fa.xml	 2403
NC_011503_2.fa.xml	 1062
NC_029084_1.fa.xml	 37990
NC_015660_1.fa.xml	 3893306
NC_019432_1.fa.xml	 11676
NC_047891_1.fa.xml	 54867
NC_038332_1.fa.xml	 43810
NC_022764_1.fa.xml	 39874
NC_032789_1.fa.xml	 4209
NC_018449_1.fa.xml	 4145
NC_028387_1.fa.xml	 2850
NC_024768_1.fa.xml	 9564
NC_040792_1.fa.xml	 2757
NC_030880_1.fa.xml	 2496
NC_008790_1.fa.xml	 45025
NC_007580_2.fa.xml	 10940
NC_031944_1.fa.xml	 185102
NC_039005_1.fa.xml	 3433
NC_032467_1.fa.xml	 3950
NC_017389_1.fa.xml	 4960
NC_043557_1.fa.xml	 838
NC_042024_1.fa.xml	 27595
NC_038667_1.fa.xml	 1600
NC_020975_1.fa.xml	 1038876
NC_007275_1.fa.xml	 51711
NC_010755_1.fa.xml	 2207
NC_047807_1.fa.xml	 44970
NC_004213_1.fa.xml	 2415
NC_002198_2.fa.xml	 5662
NC_019436_1.fa.xml	 38673
NC_003640_1.fa.xml	 1000
NC_031261_1.fa.xml	 48670
NC_038517_1.fa.xml	 7574
NC_013130_1.fa.xml	 53786
NC_003799_1.fa.xml	 5865
NC_004551_1.fa.xml	 925938
NC_028136_1.fa.xml	 5111
NC_025423_1.fa.xml	 138658
NC_009900_1.fa.xml	 1360898
NC_021548_1.fa.xml	 1007
NC_048797_1.fa.xml	 161583
NC_043119_1.fa.xml	 2765
NC_016847_1.fa.xml	 3353
NC_022605_1.fa.xml	 3011
NC_001598_1.fa.xml	 15480
NC_012699_1.fa.xml	 6434
NC_017973_1.fa.xml	 52474
NC_013954_1.fa.xml	 2590
NC_018622_1.fa.xml	 1140789
NC_039197_1.fa.xml	 15516
NC_009080_1.fa.xml	 3495687
NC_048864_1.fa.xml	 52767
NC_017627_1.fa.xml	 113346
NC_024705_1.fa.xml	 2241
NC_035487_1.fa.xml	 2631
NC_002662_1.fa.xml	 2365589
NC_011501_2.fa.xml	 1105
NC_032783_1.fa.xml	 10003
NC_008723_1.fa.xml	 44041
NC_001447_1.fa.xml	 11965
NC_014908_1.fa.xml	 119718
NC_014090_1.fa.xml	 2785
NC_010996_1.fa.xml	 429111
NC_004658_1.fa.xml	 2587
NC_043588_1.fa.xml	 6922
NC_017238_1.fa.xml	 903609
NC_004906_1.fa.xml	 890
NC_012726_1.fa.xml	 2586647
NC_029621_1.fa.xml	 1182
NC_032424_1.fa.xml	 7198
NC_011509_2.fa.xml	 1356
NC_026593_1.fa.xml	 59419
NC_009014_1.fa.xml	 45445
NC_023886_1.fa.xml	 1741
NC_033064_1.fa.xml	 2702
NC_032168_1.fa.xml	 3567
NC_017034_1.fa.xml	 2378438
NC_023304_1.fa.xml	 1017
NC_020422_1.fa.xml	 5362
NC_011662_2.fa.xml	 4496212
NC_033420_1.fa.xml	 5558
NC_025830_1.fa.xml	 120938
NC_049471_1.fa.xml	 68762
NC_014300_1.fa.xml	 44576
NC_040633_1.fa.xml	 6310
NC_004252_1.fa.xml	 10073
NC_040468_1.fa.xml	 4844
NC_042089_1.fa.xml	 42475
NC_014327_1.fa.xml	 9745
NC_000954_1.fa.xml	 30651
NC_022753_1.fa.xml	 52282
NC_032248_1.fa.xml	 3284
NC_017337_1.fa.xml	 2832478
NC_048782_1.fa.xml	 43943
NC_007953_1.fa.xml	 1471779
NC_048054_1.fa.xml	 261658
NC_021338_1.fa.xml	 46639
NC_005302_1.fa.xml	 1672
NC_032874_1.fa.xml	 9103
NC_017946_1.fa.xml	 1736885
NC_014258_1.fa.xml	 529676
NC_028652_1.fa.xml	 94109
NC_025359_1.fa.xml	 11526
NC_038624_1.fa.xml	 2240
NC_003977_2.fa.xml	 3182
NC_039041_1.fa.xml	 7773
NC_023162_1.fa.xml	 7697
NC_042329_1.fa.xml	 50988
NC_048024_1.fa.xml	 49292
NC_028963_1.fa.xml	 15728
NC_011639_1.fa.xml	 13196
NC_024078_1.fa.xml	 8013
NC_014930_1.fa.xml	 1760
NC_017636_1.fa.xml	 5360
NC_022883_1.fa.xml	 82213
NC_016779_1.fa.xml	 5222906
NC_009350_1.fa.xml	 155098
NC_020474_2.fa.xml	 180421
NC_022071_1.fa.xml	 76129
NC_009802_2.fa.xml	 2052007
NC_047737_1.fa.xml	 42542
NC_022533_1.fa.xml	 19174
NC_042106_1.fa.xml	 56341
NC_003739_1.fa.xml	 5449
NC_022224_1.fa.xml	 988134
NC_028978_1.fa.xml	 60609
NC_027531_1.fa.xml	 5318
NC_018498_1.fa.xml	 579558
NC_017187_1.fa.xml	 2256675
NC_017794_1.fa.xml	 18092
NC_019941_1.fa.xml	 88600
NC_026262_1.fa.xml	 2478
NC_032274_1.fa.xml	 1760
NC_040664_1.fa.xml	 11230
NC_002357_1.fa.xml	 3232
NC_010545_1.fa.xml	 2369219
NC_009777_1.fa.xml	 89008
NC_003847_1.fa.xml	 826
NC_003518_1.fa.xml	 3454
NC_024765_1.fa.xml	 8287
NC_040530_1.fa.xml	 6219
NC_014713_1.fa.xml	 1798
NC_049496_1.fa.xml	 158892
NC_017728_1.fa.xml	 2901562
NC_009986_1.fa.xml	 15135
NC_018268_1.fa.xml	 4063864
NC_022783_1.fa.xml	 7971
NC_048126_1.fa.xml	 49861
NC_017416_1.fa.xml	 29424
NC_033331_1.fa.xml	 3171
NC_007494_2.fa.xml	 943018
NC_048844_1.fa.xml	 36912
NC_034546_1.fa.xml	 13141
NC_048689_1.fa.xml	 40611
NC_019544_1.fa.xml	 49335
NC_025808_1.fa.xml	 2134
NC_011108_1.fa.xml	 4198
NC_002588_1.fa.xml	 6364
NC_015913_1.fa.xml	 1620005
NC_010843_1.fa.xml	 277655
NC_027370_1.fa.xml	 29428
NC_008254_1.fa.xml	 4412446
NC_015474_1.fa.xml	 1861320
NC_038764_1.fa.xml	 7960
NC_017345_1.fa.xml	 24491
NC_018270_1.fa.xml	 33594
NC_022358_1.fa.xml	 86619
NC_010698_2.fa.xml	 1608548
NC_035470_1.fa.xml	 10187
NC_020862_2.fa.xml	 74485
NC_014519_1.fa.xml	 1025
NC_021995_1.fa.xml	 67314
NC_029093_1.fa.xml	 75796
NC_004645_1.fa.xml	 2612
NC_010294_1.fa.xml	 2604
NC_039062_1.fa.xml	 2471
NC_032992_1.fa.xml	 5430
NC_040806_1.fa.xml	 7328
NC_008852_1.fa.xml	 2094
NC_047799_1.fa.xml	 40163
NC_038278_1.fa.xml	 14409
NC_038935_1.fa.xml	 1874
NC_002633_1.fa.xml	 6562
NC_027354_1.fa.xml	 29323
NC_005171_1.fa.xml	 2039
NC_039897_1.fa.xml	 7745
NC_019434_1.fa.xml	 5461
NC_030649_1.fa.xml	 745
NC_004654_1.fa.xml	 2761
NC_007520_2.fa.xml	 2427734
NC_047863_1.fa.xml	 50552
NC_032217_1.fa.xml	 5221
NC_032968_1.fa.xml	 4716
NC_049348_1.fa.xml	 30778
NC_026261_1.fa.xml	 2238
NC_017174_1.fa.xml	 4047729
NC_004343_2.fa.xml	 359372
NC_015850_1.fa.xml	 2932225
NC_008041_1.fa.xml	 1434
NC_018225_1.fa.xml	 95989
NC_025390_1.fa.xml	 15438
NC_007017_2.fa.xml	 3883
NC_043505_1.fa.xml	 26662
NC_017414_1.fa.xml	 29194
NC_038725_1.fa.xml	 849
NC_041950_1.fa.xml	 75380
NC_029034_2.fa.xml	 6170
NC_006463_1.fa.xml	 9322
NC_017802_1.fa.xml	 2317
NC_003398_1.fa.xml	 9596
NC_016445_1.fa.xml	 3031375
NC_009511_1.fa.xml	 5382261
NC_012214_1.fa.xml	 4026322
NC_006010_1.fa.xml	 1638
NC_015174_1.fa.xml	 6006602
NC_048655_1.fa.xml	 59097
NC_038418_1.fa.xml	 1710
NC_025705_1.fa.xml	 4023
NC_007383_1.fa.xml	 134394
NC_028267_1.fa.xml	 7771
NC_000852_5.fa.xml	 330611
NC_003870_1.fa.xml	 8146
NC_017441_1.fa.xml	 1042839
NC_023745_1.fa.xml	 51813
NC_007482_1.fa.xml	 635328
NC_009816_1.fa.xml	 70579
NC_015187_1.fa.xml	 65564
NC_028950_1.fa.xml	 223932
NC_025425_1.fa.xml	 163424
NC_038280_1.fa.xml	 12486
NC_022118_1.fa.xml	 1042767
NC_007993_1.fa.xml	 9155
NC_019695_1.fa.xml	 6315792
NC_007154_1.fa.xml	 3820
NC_006654_1.fa.xml	 13597
NC_023573_1.fa.xml	 142094
NC_034258_1.fa.xml	 1921
NC_040579_1.fa.xml	 8300
NC_024499_1.fa.xml	 1103
NC_015263_1.fa.xml	 114768
NC_035116_1.fa.xml	 5877
NC_017353_1.fa.xml	 2595888
NC_004542_1.fa.xml	 8513
NC_004042_1.fa.xml	 2617
NC_013861_1.fa.xml	 4077332
NC_008883_1.fa.xml	 2631
NC_014218_1.fa.xml	 1986154
NC_015730_1.fa.xml	 4505211
NC_024297_1.fa.xml	 6233
NC_023558_1.fa.xml	 38966
NC_032644_1.fa.xml	 11435
NC_007574_1.fa.xml	 2166
NC_015709_1.fa.xml	 1989865
NC_010468_1.fa.xml	 4746218
NC_015314_1.fa.xml	 192355
NC_014549_1.fa.xml	 50407
NC_011258_1.fa.xml	 36869
NC_005215_1.fa.xml	 3696
NC_001846_1.fa.xml	 31357
NC_033165_1.fa.xml	 9141
NC_017987_1.fa.xml	 2751
NC_010580_1.fa.xml	 181736
NC_003479_1.fa.xml	 1111
NC_022792_1.fa.xml	 2169860
NC_039200_1.fa.xml	 11287
NC_021083_1.fa.xml	 859996
NC_012779_2.fa.xml	 3812301
NC_028237_2.fa.xml	 14494
NC_032601_1.fa.xml	 6729
NC_042111_1.fa.xml	 41525
NC_003843_1.fa.xml	 3534
NC_020562_1.fa.xml	 172140
NC_006006_1.fa.xml	 764
NC_025449_1.fa.xml	 166783
NC_003614_1.fa.xml	 8911
NC_027987_1.fa.xml	 29508
NC_018071_1.fa.xml	 2584
NC_015908_1.fa.xml	 30547
NC_043096_1.fa.xml	 3990
NC_021901_1.fa.xml	 197693
NC_010249_1.fa.xml	 7053
NC_010981_1.fa.xml	 1482455
NC_012544_1.fa.xml	 1205
NC_043184_1.fa.xml	 2441
NC_030467_1.fa.xml	 1864
NC_038881_1.fa.xml	 2747
NC_017324_1.fa.xml	 1616209
NC_011416_1.fa.xml	 60555
NC_007644_1.fa.xml	 2628784
NC_014322_1.fa.xml	 22743
NC_028239_1.fa.xml	 16133
NC_005281_1.fa.xml	 8587
NC_017340_1.fa.xml	 2821452
NC_010486_1.fa.xml	 4074
NC_015704_1.fa.xml	 93527
NC_023015_1.fa.xml	 1348
NC_014137_1.fa.xml	 9505
NC_040312_1.fa.xml	 2777
NC_007658_1.fa.xml	 2688
NC_018532_1.fa.xml	 231551
NC_032614_1.fa.xml	 8658
NC_007432_1.fa.xml	 2127839
NC_004626_1.fa.xml	 2741
NC_028743_1.fa.xml	 48594
NC_016648_1.fa.xml	 13459
NC_007728_1.fa.xml	 10046
NC_006949_1.fa.xml	 46900
NC_015689_1.fa.xml	 133057
NC_004054_1.fa.xml	 2343
NC_048189_1.fa.xml	 80342
NC_038648_1.fa.xml	 3768
NC_021348_1.fa.xml	 156558
NC_036592_1.fa.xml	 2255
NC_012533_1.fa.xml	 10723
NC_049835_1.fa.xml	 54438
NC_025457_1.fa.xml	 42654
NC_017124_1.fa.xml	 1815
NC_023150_1.fa.xml	 5227080
NC_015906_1.fa.xml	 66242
NC_033057_1.fa.xml	 8127
NC_025412_1.fa.xml	 369360
NC_008539_1.fa.xml	 96488
NC_012795_1.fa.xml	 8867
NC_011061_1.fa.xml	 66772
NC_007973_1.fa.xml	 3928089
NC_003645_1.fa.xml	 985
NC_009704_1.fa.xml	 58679
NC_024371_1.fa.xml	 68386
NC_047781_1.fa.xml	 41697
NC_025375_1.fa.xml	 28096
NC_013131_1.fa.xml	 10467782
NC_037061_1.fa.xml	 7502
NC_013516_1.fa.xml	 10702
NC_025447_1.fa.xml	 348532
NC_017497_1.fa.xml	 3978
NC_018665_1.fa.xml	 2815863
NC_003638_1.fa.xml	 1007
NC_012917_1.fa.xml	 4862913
NC_049469_1.fa.xml	 75239
NC_013720_1.fa.xml	 6196199
NC_004359_1.fa.xml	 330
NC_001583_1.fa.xml	 7855
NC_048731_1.fa.xml	 109515
NC_003781_1.fa.xml	 9650
NC_010116_1.fa.xml	 58663
NC_031916_1.fa.xml	 8916
NC_030870_1.fa.xml	 4224
NC_007171_1.fa.xml	 8180
NC_015376_1.fa.xml	 3700833
NC_028849_1.fa.xml	 53387
NC_024690_1.fa.xml	 2121
NC_013645_1.fa.xml	 34882
NC_030408_1.fa.xml	 1317
NC_022061_1.fa.xml	 70838
NC_047990_1.fa.xml	 67118
NC_019548_1.fa.xml	 7288
NC_000913_3.fa.xml	 4641652
NC_007554_1.fa.xml	 1004
NC_043410_1.fa.xml	 9578
NC_040499_1.fa.xml	 2534
NC_001335_1.fa.xml	 52297
NC_043104_1.fa.xml	 1795
NC_007103_1.fa.xml	 466370
NC_038933_1.fa.xml	 1468
NC_005007_1.fa.xml	 4679
NC_012128_1.fa.xml	 23419
NC_021026_1.fa.xml	 2026239
NC_015394_2.fa.xml	 9682
NC_048077_1.fa.xml	 255356
NC_007044_1.fa.xml	 34334
NC_025440_1.fa.xml	 134369
NC_003480_1.fa.xml	 2056
NC_049827_1.fa.xml	 51154
NC_032107_1.fa.xml	 28363
NC_049406_1.fa.xml	 31819
NC_021721_1.fa.xml	 3113601
NC_040813_1.fa.xml	 8806
NC_003632_1.fa.xml	 7059
NC_008840_1.fa.xml	 1859
NC_002328_1.fa.xml	 2584
NC_044046_1.fa.xml	 7543
NC_005816_1.fa.xml	 9609
NC_026256_1.fa.xml	 2155
NC_048109_1.fa.xml	 37152
NC_003301_1.fa.xml	 3192
NC_047877_1.fa.xml	 62030
NC_042343_1.fa.xml	 43895
NC_048025_1.fa.xml	 40387
NC_022625_1.fa.xml	 811
NC_009244_1.fa.xml	 3514
NC_019556_1.fa.xml	 2904662
NC_000950_1.fa.xml	 30299
NC_043169_1.fa.xml	 1625
NC_009088_1.fa.xml	 2728
NC_001524_1.fa.xml	 8095
NC_002685_2.fa.xml	 31301
NC_023441_1.fa.xml	 5552
NC_008853_1.fa.xml	 2135
NC_030134_1.fa.xml	 1856
NC_002691_1.fa.xml	 1336
NC_017963_1.fa.xml	 251926
NC_007105_1.fa.xml	 53501
NC_031933_1.fa.xml	 114180
NC_024807_1.fa.xml	 521
NC_031067_1.fa.xml	 52496
NC_033288_1.fa.xml	 1883
NC_043533_1.fa.xml	 3174
NC_020415_1.fa.xml	 3971
NC_028768_1.fa.xml	 49714
NC_007581_1.fa.xml	 185683
NC_041846_1.fa.xml	 74997
NC_022897_1.fa.xml	 1777
NC_032626_1.fa.xml	 10121
NC_032578_1.fa.xml	 8407
NC_023855_1.fa.xml	 1831
NC_007241_1.fa.xml	 2012
NC_008789_1.fa.xml	 2678452
NC_008951_1.fa.xml	 3590
NC_022791_1.fa.xml	 37375
NC_028823_1.fa.xml	 58985
NC_017290_1.fa.xml	 1172032
NC_023737_1.fa.xml	 155586
NC_033088_1.fa.xml	 8778
NC_038346_1.fa.xml	 2871
NC_018482_1.fa.xml	 6922
NC_008515_1.fa.xml	 165890
NC_018457_1.fa.xml	 2623
NC_015560_1.fa.xml	 17897
NC_023036_2.fa.xml	 5421267
NC_032965_1.fa.xml	 5510
NC_022874_1.fa.xml	 45206
NC_038480_1.fa.xml	 2193
NC_032249_1.fa.xml	 9214
