genome       	n_genes_called 	n_genes_mapped 	n_contigs 	taxonomic_level 	proportion_genes_retained_in_major_clades 	genes_retained_index 	clade_separation_score 	contamination_portion 	n_effective_surplus_clades 	mean_hit_identity 	reference_representation_score 	pass.GUNCNC_008204_1	89	51	1	kingdom	1.0	0.57	0	0.0	0.0	0.52	0.3	True
NC_004810_1	6	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001492_1	3	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013766_2	3060	2987	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.94	True
NC_004157_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001715_1	55	31	1	kingdom	1.0	0.56	0	0.0	0.0	0.52	0.29	True
NC_011730_1	31	29	1	kingdom	1.0	0.94	0	0.0	0.0	0.67	0.62	True
NC_009831_1	4623	4525	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_001998_1	6	3	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010659_1	4	4	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007362_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005138_1	4	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_011566_1	4555	4489	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.98	True
NC_004193_1	3577	3502	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_011547_1	10	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013960_1	3951	3857	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_008713_1	271	261	1	kingdom	1.0	0.96	0	0.0	0.0	0.77	0.75	True
NC_014834_1	4967	4945	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
NC_005030_2	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_011958_1	1184	1147	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.89	0.86	True
NC_007953_1	1309	1279	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_004369_1	2845	2802	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_011371_1	224	222	1	kingdom	1.0	0.99	0	0.0	0.0	0.88	0.87	True
NC_003199_1	3	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009726_1	53	36	1	kingdom	1.0	0.68	0	0.0	0.0	0.5	0.34	True
NC_007974_2	2293	2241	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.82	0.8	True
NC_002327_1	5	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014022_1	97	79	1	kingdom	1.0	0.81	0	0.0	0.0	0.65	0.53	True
NC_005284_1	77	67	1	kingdom	1.0	0.87	0	0.0	0.0	0.8	0.7	True
NC_001396_1	17	12	1	kingdom	1.0	0.71	0	0.0	0.0	0.71	0.5	True
NC_011216_1	48	36	1	kingdom	1.0	0.75	0	0.0	0.0	0.66	0.5	True
NC_005068_1	120	13	1	kingdom	1.0	0.11	0	0.15	0.35	0.37	0.04	True
NC_004100_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001421_2	26	3	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_011350_1	92	86	1	kingdom	1.0	0.93	0	0.0	0.0	0.79	0.74	True
NC_011374_1	663	658	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_014759_1	3796	3772	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_013191_1	49	45	1	kingdom	1.0	0.92	0	0.0	0.0	0.87	0.8	True
NC_009644_1	3	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005357_1	50	41	1	kingdom	1.0	0.82	0	0.0	0.0	0.69	0.56	True
NC_005241_1	434	406	1	kingdom	1.0	0.94	0	0.0	0.0	0.79	0.74	True
NC_010680_1	54	34	1	kingdom	1.0	0.63	0	0.0	0.0	0.53	0.33	True
NC_010550_1	3	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013154_1	49	43	1	kingdom	1.0	0.88	0	0.0	0.0	0.88	0.78	True
NC_014647_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005221_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004110_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003897_1	3	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_000952_1	43	36	1	kingdom	1.0	0.84	0	0.0	0.0	0.54	0.45	True
NC_009597_1	22	6	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005140_1	1556	1511	1	kingdom	1.0	0.97	0	0.0	0.0	0.95	0.92	True
NC_010524_1	4388	4373	1	kingdom	1.0	1.0	0	0.0	0.0	0.99	0.98	True
NC_004183_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004068_1	6	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013525_1	1868	1845	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.98	True
NC_013203_1	1401	1363	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.99	0.96	True
NC_012947_1	4302	4264	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_004676_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004459_3	2944	2885	1	kingdom	1.0	0.98	0	0.0	0.0	0.96	0.94	True
NC_011981_1	564	545	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.78	0.75	True
NC_003410_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008036_1	32	31	1	kingdom	1.0	0.97	0	0.0	0.0	0.92	0.89	True
NC_009901_1	4337	4272	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.97	True
NC_014139_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001839_2	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010508_1	3205	3163	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.91	True
NC_003847_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007433_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003706_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_006359_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003654_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_006658_1	28	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004666_1	4	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010380_1	2318	2275	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
NC_006552_1	74	60	1	kingdom	1.0	0.81	0	0.0	0.0	0.59	0.47	True
NC_002578_1	1580	1529	1	kingdom	1.0	0.96	0.0	0.0	0.0	0.98	0.94	True
NC_001558_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_011987_1	367	350	1	kingdom	1.0	0.95	0	0.0	0.0	0.71	0.68	True
NC_013119_1	1985	1939	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.98	0.95	True
NC_014792_1	290	61	1	kingdom	1.0	0.21	0.0	0.03	0.07	0.37	0.08	True
NC_003038_1	207	50	1	kingdom	1.0	0.24	0.0	0.14	0.32	0.34	0.08	True
NC_006824_1	214	204	1	kingdom	1.0	0.95	0	0.0	0.0	0.82	0.78	True
NC_013793_1	114	88	1	kingdom	0.99	0.76	0	0.0	0.0	0.69	0.53	True
NC_014495_1	65	51	1	kingdom	1.0	0.78	0	0.0	0.0	0.71	0.55	True
NC_009140_1	202	187	1	kingdom	1.0	0.93	0	0.0	0.0	0.94	0.87	True
NC_008522_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014915_1	3551	3485	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.94	True
NC_008057_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014643_1	2149	2102	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_013964_1	373	366	1	kingdom	0.99	0.98	0	0.0	0.0	0.75	0.73	True
NC_007511_1	3194	3137	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.89	0.88	True
NC_012471_1	2160	2120	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
NC_008319_1	2858	2701	1	kingdom	1.0	0.95	0.0	0.0	0.0	0.98	0.93	True
NC_001693_1	6	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010547_1	451	432	1	kingdom	1.0	0.96	0	0.0	0.0	0.98	0.94	True
NC_005285_1	5	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004060_2	4	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010503_1	605	604	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
NC_008013_1	31	21	1	kingdom	1.0	0.68	0	0.0	0.0	0.44	0.3	True
NC_014663_1	252	74	1	kingdom	1.0	0.29	0.0	0.07	0.14	0.37	0.11	True
NC_010682_1	3698	3677	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_002666_1	59	45	1	kingdom	1.0	0.76	0	0.0	0.0	0.66	0.51	True
NC_001729_1	2	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001880_1	72	33	1	kingdom	1.0	0.46	0	0.03	0.06	0.49	0.22	True
NC_007649_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007055_1	67	58	1	kingdom	1.0	0.87	0	0.0	0.0	0.62	0.54	True
NC_005036_1	9	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_012638_1	266	67	1	kingdom	1.0	0.25	0.0	0.07	0.16	0.38	0.1	True
NC_012810_1	35	21	1	kingdom	1.0	0.6	0	0.0	0.0	0.6	0.36	True
NC_008511_1	291	283	1	kingdom	1.0	0.97	0	0.0	0.0	0.98	0.95	True
NC_003852_1	5	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_002185_1	46	38	1	kingdom	1.0	0.83	0	0.0	0.0	0.65	0.54	True
NC_012185_1	102	50	1	kingdom	1.0	0.49	0	0.0	0.0	0.55	0.27	True
NC_013131_1	9033	8956	1	kingdom	1.0	0.99	0	0.0	0.0	0.98	0.97	True
NC_007608_1	147	146	1	kingdom	1.0	0.99	0	0.0	0.0	0.96	0.95	True
NC_008203_1	93	69	1	kingdom	1.0	0.74	0	0.0	0.0	0.7	0.52	True
NC_004463_1	8521	8417	1	kingdom	1.0	0.99	0	0.0	0.0	0.98	0.97	True
NC_004907_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007448_1	8	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005287_1	4	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001652_1	6	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004572_3	927	818	1	kingdom	1.0	0.88	0	0.0	0.0	0.98	0.86	True
NC_014556_1	8	7	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_012985_3	1079	1056	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_008316_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004212_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009617_1	5417	5229	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.89	True
NC_003788_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003825_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010657_1	48	34	1	kingdom	1.0	0.71	0	0.0	0.0	0.58	0.41	True
NC_012729_2	5	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010837_1	3	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004016_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001789_1	7	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008365_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_001720_1	32	3	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007367_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_002703_1	53	47	1	kingdom	1.0	0.89	0	0.0	0.0	0.66	0.59	True
NC_009848_4	3727	3654	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_004546_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014218_1	1837	1806	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_009052_1	4470	4392	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_003658_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009792_1	4281	4268	1	kingdom	1.0	1.0	0	0.0	0.0	0.99	0.99	True
NC_004105_1	218	45	1	kingdom	1.0	0.21	0	0.11	0.25	0.35	0.07	True
NC_013200_1	71	68	1	kingdom	1.0	0.96	0	0.0	0.0	0.88	0.85	True
NC_002232_1	6	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003841_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003112_2	2079	2051	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.97	True
NC_006673_1	33	30	1	kingdom	1.0	0.91	0	0.0	0.0	0.85	0.77	True
NC_007355_1	3982	3700	1	kingdom	1.0	0.93	0.0	0.0	0.0	0.97	0.9	True
NC_012481_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009719_1	3693	3648	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.98	True
NC_002677_1	3977	3008	1	kingdom	1.0	0.76	0.0	0.0	0.0	0.84	0.64	True
NC_009513_1	2030	1975	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.98	0.96	True
NC_011003_1	104	70	1	kingdom	1.0	0.67	0	0.0	0.0	0.57	0.38	True
NC_009814_1	56	25	1	kingdom	1.0	0.45	0	0.0	0.0	0.4	0.18	True
NC_011020_1	90	54	1	kingdom	1.0	0.6	0	0.0	0.0	0.58	0.35	True
NC_003683_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_012856_1	3412	3406	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
NC_008527_1	2565	2446	1	kingdom	1.0	0.95	0.0	0.0	0.0	0.93	0.89	True
NC_010117_1	2061	1868	1	kingdom	1.0	0.9	0	0.0	0.0	0.94	0.85	True
NC_009381_1	3982	3918	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.97	True
NC_002940_2	1716	1701	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
NC_013552_1	1456	1414	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.86	0.83	True
NC_014002_1	1999	1985	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_004181_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_002515_1	12	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003646_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014470_1	8	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014729_1	2910	2872	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.97	True
NC_002506_1	995	985	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_007447_1	7	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008087_1	7	7	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014376_1	4304	4256	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.98	True
NC_014250_1	10	8	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010801_1	857	825	1	kingdom	1.0	0.96	0.0	0.0	0.0	0.97	0.94	True
NC_002792_2	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_011355_1	108	93	1	kingdom	1.0	0.86	0	0.0	0.0	0.64	0.55	True
NC_003327_2	14	10	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_005877_1	1615	1562	1	kingdom	1.0	0.97	0	0.0	0.0	0.99	0.95	True
NC_000915_1	1572	1552	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
NC_014822_1	3	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_012659_1	5513	5452	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
NC_004718_3	9	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008586_1	126	17	1	kingdom	1.0	0.13	0	0.06	0.12	0.4	0.05	True
NC_012490_1	6028	5829	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.96	0.93	True
NC_011317_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004730_1	5	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003240_1	195	195	1	kingdom	1.0	1.0	0	0.0	0.0	0.94	0.94	True
NC_014315_1	3023	2975	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.98	0.96	True
NC_009742_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013211_1	186	180	1	kingdom	1.0	0.97	0	0.0	0.0	0.9	0.87	True
NC_002990_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013858_1	551	534	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.84	0.82	True
NC_014013_1	561	560	1	kingdom	1.0	1.0	0	0.0	0.0	0.99	0.99	True
NC_014370_1	1454	1396	1	kingdom	1.0	0.96	0.0	0.0	0.0	0.98	0.94	True
NC_013745_1	376	338	1	kingdom	1.0	0.9	0	0.0	0.0	0.83	0.74	True
NC_009446_1	1305	1281	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.97	True
NC_007999_1	15	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_006152_1	3	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004735_1	150	31	1	kingdom	1.0	0.21	0	0.06	0.14	0.37	0.08	True
NC_010696_1	43	35	1	kingdom	1.0	0.81	0	0.0	0.0	0.64	0.52	True
NC_014323_1	4782	4728	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
NC_003985_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_010175_1	4225	3980	1	kingdom	1.0	0.94	0	0.0	0.0	0.98	0.92	True
NC_003083_1	127	13	1	kingdom	1.0	0.1	0	0.08	0.17	0.37	0.04	True
NC_005218_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003656_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_012997_1	4080	4030	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_006389_1	46	30	1	kingdom	1.0	0.65	0	0.03	0.07	0.7	0.46	True
NC_014364_1	4333	4268	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
NC_007914_1	25	6	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009467_1	209	176	1	kingdom	1.0	0.84	0	0.0	0.0	0.73	0.61	True
NC_011973_1	236	180	1	kingdom	1.0	0.76	0	0.0	0.0	0.7	0.54	True
NC_003624_1	3	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_003697_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_007031_1	6	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004910_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008374_1	4	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013231_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014760_1	837	826	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
NC_013515_1	1566	1547	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
NC_014538_1	2468	2434	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
NC_003976_2	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008363_1	54	47	1	kingdom	1.0	0.87	0	0.0	0.0	0.89	0.77	True
NC_014833_1	3361	3300	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_014929_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009819_1	55	52	1	kingdom	1.0	0.95	0	0.0	0.0	0.88	0.83	True
NC_014017_1	88	77	1	kingdom	1.0	0.88	0	0.0	0.0	0.71	0.62	True
NC_003476_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_002932_3	2009	1987	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
NC_011134_1	1854	1822	1	kingdom	1.0	0.98	0	0.0	0.0	0.95	0.93	True
NC_001604_1	51	28	1	kingdom	1.0	0.55	0	0.0	0.0	0.48	0.26	True
NC_003030_1	3791	3717	1	kingdom	1.0	0.98	0	0.0	0.0	0.98	0.96	True
NC_004670_1	21	14	1	kingdom	1.0	0.67	0	0.0	0.0	0.71	0.47	True
NC_005217_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_008719_1	1	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014314_1	1708	1692	1	kingdom	1.0	0.99	0	0.0	0.0	0.99	0.98	True
NC_001494_1	5	2	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_014010_1	2592	2536	1	kingdom	1.0	0.98	0	0.0	0.0	0.99	0.97	True
NC_008498_1	19	16	1	kingdom	1.0	0.84	0	0.0	0.0	0.8	0.67	True
NC_003983_1	2	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_004838_1	110	85	1	kingdom	1.0	0.77	0	0.0	0.0	0.65	0.5	True
NC_004200_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009784_1	2058	1987	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.88	0.85	True
NC_008009_1	4921	4749	1	kingdom	1.0	0.96	0	0.0	0.0	0.98	0.95	True
NC_003652_1	1	0	0	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_013026_1	2	1	1	kingdom	nan	nan	nan	nan	nan	nan	nan	nan
NC_009737_2	52	46	1	kingdom	1.0	0.88	0	0.0	0.0	0.7	0.62	True
